,Placement Depth (m),Received Power (W),Noise Power (W),Attenuation,meter_distance_per_waves
0,0.0,3.2176961926925937e-06,3.825551886225592e+283,1.0,0.0
1,8670.0,3.2176961926925937e-06,3.825551886225592e+283,0.010565586261359347,3648.931072725536
2,9160.0,3.2176961926925937e-06,3.825551886225592e+283,0.20898284994227484,200.95463675185437
3,9180.0,3.2176961926925937e-06,3.825551886225592e+283,0.9285880947978675,8.198551485848062
4,9190.0,3.2176961926925937e-06,3.825551886225592e+283,0.9633163728242948,4.099167648152629
5,9200.0,3.2176961926925937e-06,3.825551886225592e+283,0.9631040069711175,4.09909559003883
6,9210.0,3.2176961926925937e-06,3.825551886225592e+283,0.9628905572699876,4.099023535724965
7,9220.0,3.2176961926925937e-06,3.825551886225592e+283,0.9626760195506558,4.0989514852107
8,9230.0,3.2176961926925937e-06,3.825551886225592e+283,0.9624603894514958,4.098879438495702
9,9240.0,3.2176961926925937e-06,3.825551886225592e+283,0.9622436625934936,4.0988073955796365
10,9250.0,3.2176961926925937e-06,3.825551886225592e+283,0.9620258344999665,4.09873535646217
11,9260.0,3.2176961926925937e-06,3.825551886225592e+283,0.9618069008479452,4.0986633211429675
12,9270.0,3.2176961926925937e-06,3.825551886225592e+283,0.9615868573020638,4.098591289621697
13,9280.0,3.2176961926925937e-06,3.825551886225592e+283,0.9613656993544308,4.098519261898023
14,9290.0,3.2176961926925937e-06,3.825551886225592e+283,0.9611434225738088,4.098447237971613
15,9300.0,3.2176961926925937e-06,3.825551886225592e+283,0.9609200225250207,4.098375217842133
16,9310.0,3.2176961926925937e-06,3.825551886225592e+283,0.9606954949304128,4.09830320150925
17,9320.0,3.2176961926925937e-06,3.825551886225592e+283,0.9604698350331178,4.098231188972629
18,9330.0,3.2176961926925937e-06,3.825551886225592e+283,0.9602430386372376,4.098159180231938
19,9340.0,3.2176961926925937e-06,3.825551886225592e+283,0.9600151010752763,4.098087175286843
20,9350.0,3.2176961926925937e-06,3.825551886225592e+283,0.9597860179244855,4.098015174137011
21,9360.0,3.2176961926925937e-06,3.825551886225592e+283,0.9595557846921271,4.097943176782107
22,9370.0,3.2176961926925937e-06,3.825551886225592e+283,0.9593243968963753,4.0978711832218
23,9380.0,3.2176961926925937e-06,3.825551886225592e+283,0.9590918499151295,4.097799193455753
24,9390.0,3.2176961926925937e-06,3.825551886225592e+283,0.958858139295956,4.097727207483637
25,9400.0,3.2176961926925937e-06,3.825551886225592e+283,0.9586232603755528,4.097655225305116
26,9410.0,3.2176961926925937e-06,3.825551886225592e+283,0.9583872086631822,4.09758324691986
27,9420.0,3.2176961926925937e-06,3.825551886225592e+283,0.9581499795391867,4.097511272327531
28,9430.0,3.2176961926925937e-06,3.825551886225592e+283,0.9579115684090811,4.097439301527801
29,9440.0,3.2176961926925937e-06,3.825551886225592e+283,0.9576719707047971,4.097367334520332
30,9450.0,3.2176961926925937e-06,3.825551886225592e+283,0.9574311818126547,4.097295371304795
31,9460.0,3.2176961926925937e-06,3.825551886225592e+283,0.9571891970767282,4.097223411880854
32,9470.0,3.2176961926925937e-06,3.825551886225592e+283,0.9569460118744798,4.097151456248179
33,9480.0,3.2176961926925937e-06,3.825551886225592e+283,0.9567016215458669,4.097079504406435
34,9490.0,3.2176961926925937e-06,3.825551886225592e+283,0.956456021396489,4.0970075563552895
