,Placement Depth (m),Received Power (W),Noise Power (W),Attenuation,meter_distance_per_waves
0,0.0,5.740423763761168e-06,5.29024769805837e+235,1.0,0.0
1,9190.0,5.740423763761168e-06,5.29024769805837e+235,0.024960836976242302,296869.8596717857
2,10240.0,5.740423763761168e-06,5.29024769805837e+235,0.014221985540963213,33053.246368234104
3,10250.0,5.740423763761168e-06,5.29024769805837e+235,0.9461848180172493,314.50035094286795
4,10260.0,5.740423763761168e-06,5.29024769805837e+235,0.9458687929955575,314.4948429563082
5,10270.0,5.740423763761168e-06,5.29024769805837e+235,0.9455512480828655,314.48933525912986
6,10280.0,5.740423763761168e-06,5.29024769805837e+235,0.9452321775879733,314.4838278513077
7,10290.0,5.740423763761168e-06,5.29024769805837e+235,0.9449115758021087,314.47832073281614
8,10300.0,5.740423763761168e-06,5.29024769805837e+235,0.944589436998862,314.4728139036301
9,10310.0,5.740423763761168e-06,5.29024769805837e+235,0.9442657554341096,314.4673073637241
10,10320.0,5.740423763761168e-06,5.29024769805837e+235,0.943940525345891,314.46180111307297
11,10330.0,5.740423763761168e-06,5.29024769805837e+235,0.9436137409543504,314.45629515165115
12,10340.0,5.740423763761168e-06,5.29024769805837e+235,0.9432853964616789,314.4507894794335
13,10350.0,5.740423763761168e-06,5.29024769805837e+235,0.9429554860519198,314.44528409639474
14,10360.0,5.740423763761168e-06,5.29024769805837e+235,0.9426240038909957,314.43977900250934
15,10370.0,5.740423763761168e-06,5.29024769805837e+235,0.9422909441265443,314.43427419775213
16,10380.0,5.740423763761168e-06,5.29024769805837e+235,0.9419563008878762,314.42876968209794
17,10390.0,5.740423763761168e-06,5.29024769805837e+235,0.9416200682858172,314.42326545552123
18,10400.0,5.740423763761168e-06,5.29024769805837e+235,0.9412822404126889,314.4177615179968
19,10410.0,5.740423763761168e-06,5.29024769805837e+235,0.8488984910986949,313.4410835638697
20,10420.0,5.740423763761168e-06,5.29024769805837e+235,0.8488984910986949,313.4410835638697
21,10430.0,5.740423763761168e-06,5.29024769805837e+235,0.8488984910986949,313.4410835638697
22,10440.0,5.740423763761168e-06,5.29024769805837e+235,0.8488984910986949,313.4410835638697
23,10450.0,5.740423763761168e-06,5.29024769805837e+235,0.8488984910986949,313.4410835638697
24,10460.0,5.740423763761168e-06,5.29024769805837e+235,0.8488984910986949,313.4410835638697
